Entity,Code,Year,Share of population in poverty
Malta,MLT,2018,0.10338061
Malta,MLT,2019,0.30468178
Malta,MLT,2020,0.25567448
Marshall Islands,MHL,2019,0.85434437
Mauritania,MRT,1987,41.38252
Mauritania,MRT,1993,42.872517
Mauritania,MRT,1995,21.832048
Mauritania,MRT,2000,21.487999
Mauritania,MRT,2004,18.127827
Mauritania,MRT,2008,11.855509
Mauritania,MRT,2014,6.490837
Mauritania,MRT,2019,5.354673
Mauritius,MUS,2006,0.30761176
Mauritius,MUS,2012,0.4123899
Mauritius,MUS,2017,0.12531371
Mexico,MEX,1984,8.306812
Mexico,MEX,1989,8.705063
Mexico,MEX,1992,7.8659563
Mexico,MEX,1994,7.933994
Mexico,MEX,1996,13.960938
Mexico,MEX,1998,15.237268
Mexico,MEX,2000,10.678649
Mexico,MEX,2002,7.5212464
Mexico,MEX,2004,7.150816
Mexico,MEX,2005,7.800171
Mexico,MEX,2006,5.3540764
Mexico,MEX,2008,5.982281
Mexico,MEX,2010,4.704363
Mexico,MEX,2012,4.1995993
Mexico,MEX,2014,3.9831142
Mexico,MEX,2016,2.3163962
Mexico,MEX,2018,1.8759747
Mexico,MEX,2020,2.1319396
Mexico,MEX,2022,1.1796793
Micronesia (country),FSM,2005,8.559808
Micronesia (country),FSM,2013,16.028437
Micronesia (country) (urban),,2000,43.482056
Middle East and North Africa (PIP),,1990,6.278915
Middle East and North Africa (PIP),,1991,6.1395373
Middle East and North Africa (PIP),,1992,5.4488397
Middle East and North Africa (PIP),,1993,5.246109
Middle East and North Africa (PIP),,1994,4.861996
Middle East and North Africa (PIP),,1995,4.9216657
Middle East and North Africa (PIP),,1996,4.3080406
Middle East and North Africa (PIP),,1997,4.1600103
Middle East and North Africa (PIP),,1998,3.8079648
Middle East and North Africa (PIP),,1999,3.694433
Middle East and North Africa (PIP),,2000,3.4010627
Middle East and North Africa (PIP),,2001,3.346955
Middle East and North Africa (PIP),,2003,3.0634203
Middle East and North Africa (PIP),,2004,2.8007512
Middle East and North Africa (PIP),,2005,2.7396662
Middle East and North Africa (PIP),,2006,2.6651516
Middle East and North Africa (PIP),,2007,2.6739016
Middle East and North Africa (PIP),,2008,2.6016438
Middle East and North Africa (PIP),,2009,2.3400216
Middle East and North Africa (PIP),,2010,2.0221896
Middle East and North Africa (PIP),,2011,2.156642
Middle East and North Africa (PIP),,2012,2.27664
Middle East and North Africa (PIP),,2013,2.5470445
Middle East and North Africa (PIP),,2014,2.7966495
Middle East and North Africa (PIP),,2015,3.6996107
Middle East and North Africa (PIP),,2016,4.4778953
Middle East and North Africa (PIP),,2017,4.6853886
Middle East and North Africa (PIP),,2018,4.7318134
Moldova,MDA,1997,13.0094795
Moldova,MDA,1998,24.047401
Moldova,MDA,1999,33.508854
Moldova,MDA,2000,31.08438
Moldova,MDA,2001,23.255726
Moldova,MDA,2002,13.558621
Moldova,MDA,2003,5.6087055
Moldova,MDA,2004,6.550409
Moldova,MDA,2005,10.87486
Moldova,MDA,2006,1.9625398
Moldova,MDA,2007,0.9524417
Moldova,MDA,2008,0.9574248
Moldova,MDA,2009,0.65801674
Moldova,MDA,2010,0.41040125
Moldova,MDA,2011,0.21669711
Moldova,MDA,2012,0.13851036
Moldova,MDA,2013,0.025188606
Moldova,MDA,2014,0
Moldova,MDA,2015,0.031209245
Moldova,MDA,2016,0.10805441
Moldova,MDA,2017,0
Moldova,MDA,2018,0
Moldova,MDA,2019,0.02864514
Moldova,MDA,2021,0
Mongolia,MNG,1995,14.911803
Mongolia,MNG,1998,28.44928
Mongolia,MNG,2002,11.612102
Mongolia,MNG,2007,1.6951885
Mongolia,MNG,2010,1.1435707
Mongolia,MNG,2011,0.85668147
Mongolia,MNG,2012,0.47310936
Mongolia,MNG,2014,0.32755226
Mongolia,MNG,2016,0.7064973
Mongolia,MNG,2018,0.7115856
Mongolia,MNG,2022,0.2234101
Montenegro,MNE,2012,3.0313168
Montenegro,MNE,2013,3.0291824
Montenegro,MNE,2014,1.6274612
Montenegro,MNE,2015,1.3457713
Montenegro,MNE,2016,2.4743311
Montenegro,MNE,2017,3.3115063
Montenegro,MNE,2018,2.839833
Montenegro,MNE,2019,1.9976742
Montenegro,MNE,2020,1.7676241
Montenegro,MNE,2021,1.9771242
Morocco,MAR,1984,13.195374
Morocco,MAR,1990,4.728802
Morocco,MAR,1998,8.375334
Morocco,MAR,2000,7.9340315
Morocco,MAR,2006,4.242266
Morocco,MAR,2013,1.4431101
Mozambique,MOZ,1996,82.68429
Mozambique,MOZ,2002,80.58823
Mozambique,MOZ,2008,70.795815
Mozambique,MOZ,2014,64.64086
Mozambique,MOZ,2019,74.52835
Myanmar,MMR,2015,6.2170024
Myanmar,MMR,2017,1.9911567
Namibia,NAM,1993,53.516834
Namibia,NAM,2003,35.861526
Namibia,NAM,2009,26.944029
Namibia,NAM,2015,15.617013
Nauru,NRU,2012,1.6715107
Nepal,NPL,1984,68.46162
Nepal,NPL,1995,55.155148
Nepal,NPL,2003,40.30675
Nepal,NPL,2010,8.2404995
Netherlands,NLD,1983,0.45828018
Netherlands,NLD,1987,0.24944825
Netherlands,NLD,1990,0.9527308
Netherlands,NLD,1993,1.2487618
Netherlands,NLD,1999,0.20289831
Netherlands,NLD,2004,0.23587565
Netherlands,NLD,2005,0.14832005
Netherlands,NLD,2006,0.045792855
Netherlands,NLD,2007,0.02863133
Netherlands,NLD,2008,0.13360895
Netherlands,NLD,2009,0.1107701
Netherlands,NLD,2010,0.047438905
Netherlands,NLD,2011,0.09605309
Netherlands,NLD,2012,0.07584219
Netherlands,NLD,2013,0.08687879
Netherlands,NLD,2014,0.05771296
Netherlands,NLD,2015,0.06166262
Netherlands,NLD,2016,0.045917112
Netherlands,NLD,2017,0.18876624
Netherlands,NLD,2018,0.10091632
Netherlands,NLD,2019,0.0957287
Netherlands,NLD,2020,0.02796322
Netherlands,NLD,2021,0.06971744
Nicaragua,NIC,1993,38.314228
Nicaragua,NIC,1998,25.759579
Nicaragua,NIC,2001,17.814484
Nicaragua,NIC,2005,9.098515
Nicaragua,NIC,2009,8.276645
Nicaragua,NIC,2014,3.9410286
Niger,NER,1992,84.36487
Niger,NER,1994,85.516365
Niger,NER,2005,80.50121
Niger,NER,2007,78.89103
Niger,NER,2011,60.55905
Niger,NER,2014,53.56471
Niger,NER,2018,50.905937
Niger,NER,2021,50.613815
Nigeria,NGA,1985,47.821873
Nigeria,NGA,1992,52.353878
Nigeria,NGA,1996,58.419514
Nigeria,NGA,2003,47.878925
Nigeria,NGA,2010,34.88533
Nigeria,NGA,2012,33.82892
Nigeria,NGA,2015,32.25663
Nigeria,NGA,2018,30.863297
North Macedonia,MKD,2009,9.767671
North Macedonia,MKD,2010,10.448227
North Macedonia,MKD,2011,9.087074
North Macedonia,MKD,2012,6.9127917
North Macedonia,MKD,2013,5.2256985
North Macedonia,MKD,2014,4.5167346
North Macedonia,MKD,2015,5.5025377
North Macedonia,MKD,2016,4.2366357
North Macedonia,MKD,2017,4.4940066
North Macedonia,MKD,2018,3.3985562
North Macedonia,MKD,2019,2.6633506
Norway,NOR,1979,0.22752123
Norway,NOR,1986,0.24487592
Norway,NOR,1991,0.47524884
Norway,NOR,1995,0.4910345
Norway,NOR,2000,0.23508184
Norway,NOR,2003,0.20452435
Norway,NOR,2004,0.2648449
Norway,NOR,2005,0.20196272
Norway,NOR,2006,0.13099638
Norway,NOR,2007,0.12668282
Norway,NOR,2008,0.2267255
Norway,NOR,2009,0.086947724
Norway,NOR,2010,0.15098813
Norway,NOR,2011,0.09757115
Norway,NOR,2012,0.117306806
Norway,NOR,2013,0.13043559
Norway,NOR,2014,0.11292123
Norway,NOR,2015,0.17004924
Norway,NOR,2016,0.28067333
Norway,NOR,2017,0.29165247
Norway,NOR,2018,0.25446132
Norway,NOR,2019,0.15653396
Other high income countries (PIP),,1990,0.42630225
Other high income countries (PIP),,1991,0.44946986
Other high income countries (PIP),,1992,0.49937353
Other high income countries (PIP),,1993,0.5613444
Other high income countries (PIP),,1994,0.5236654
Other high income countries (PIP),,1995,0.51693434
Other high income countries (PIP),,1996,0.56044215
Other high income countries (PIP),,1997,0.5498085
Other high income countries (PIP),,1998,0.5531731
Other high income countries (PIP),,1999,0.52075416
Other high income countries (PIP),,2000,0.48982272
Other high income countries (PIP),,2001,0.5038237
Other high income countries (PIP),,2002,0.51710296
Other high income countries (PIP),,2003,0.56821907
Other high income countries (PIP),,2004,0.54125947
Other high income countries (PIP),,2005,0.53801364
Other high income countries (PIP),,2006,0.5125799
Other high income countries (PIP),,2007,0.49825838
Other high income countries (PIP),,2008,0.5086659
Other high income countries (PIP),,2009,0.52174586
Other high income countries (PIP),,2010,0.5173461
Other high income countries (PIP),,2011,0.5562984
Other high income countries (PIP),,2012,0.58322036
Other high income countries (PIP),,2013,0.63947076
Other high income countries (PIP),,2014,0.68044233
Other high income countries (PIP),,2015,0.7384941
Other high income countries (PIP),,2016,0.63503456
Other high income countries (PIP),,2017,0.69869906
Other high income countries (PIP),,2018,0.6203823
Other high income countries (PIP),,2019,0.5954254
Other high income countries (PIP),,2020,0.35821235
Other high income countries (PIP),,2021,0.31544593
Other high income countries (PIP),,2022,0.3134084
Pakistan,PAK,1987,67.336235
Pakistan,PAK,1990,65.1108
Pakistan,PAK,1996,22.29407
Pakistan,PAK,1998,29.7766
Pakistan,PAK,2001,33.275234
Pakistan,PAK,2004,20.203358
Pakistan,PAK,2005,20.296938
Pakistan,PAK,2007,14.898684
Pakistan,PAK,2010,9.381865
Pakistan,PAK,2011,9.587885
Pakistan,PAK,2013,7.362643
Pakistan,PAK,2015,5.110188
Pakistan,PAK,2018,4.932448
Palestine,PSE,2004,0.5896262
Palestine,PSE,2005,0.20256646
Palestine,PSE,2006,0.31365532
Palestine,PSE,2007,1.3573977
Palestine,PSE,2009,0.2651386
Palestine,PSE,2010,0.04360255
Palestine,PSE,2011,0.18903968
Palestine,PSE,2016,0.5027174
Panama,PAN,1979,6.195905
Panama,PAN,1989,22.412273
Panama,PAN,1991,20.110653
Panama,PAN,1995,15.194985
Panama,PAN,1997,14.206259
Panama,PAN,1998,14.458805
Panama,PAN,1999,12.275087
Panama,PAN,2000,11.071512
Panama,PAN,2001,14.045302
Panama,PAN,2002,9.564354
Panama,PAN,2003,9.879252
Panama,PAN,2004,8.747402
Panama,PAN,2005,8.564978
Panama,PAN,2006,9.389637
Panama,PAN,2007,6.665941
Panama,PAN,2008,4.0731487
Panama,PAN,2009,2.5282087
Panama,PAN,2010,3.3920667
Panama,PAN,2011,2.452237
Panama,PAN,2012,3.4651458
Panama,PAN,2013,2.2445593
Panama,PAN,2014,2.8937745
Panama,PAN,2015,1.5139548
Panama,PAN,2016,1.5169268
Panama,PAN,2017,2.0971286
Panama,PAN,2018,1.4056449
Panama,PAN,2019,1.0040996
Panama,PAN,2021,1.1082573
Panama,PAN,2023,1.2881935
Papua New Guinea,PNG,1996,52.644897
Papua New Guinea,PNG,2009,39.68331
Paraguay,PRY,1990,1.1892296
Paraguay,PRY,1995,12.40302
Paraguay,PRY,1997,10.553168
Paraguay,PRY,1999,10.206738
Paraguay,PRY,2001,8.94098
Paraguay,PRY,2002,13.235834
Paraguay,PRY,2003,8.302468
Paraguay,PRY,2004,5.7077723
Paraguay,PRY,2005,6.0722804
Paraguay,PRY,2006,7.947744
Paraguay,PRY,2007,7.842305
Paraguay,PRY,2008,4.321988
Paraguay,PRY,2009,5.767492
Paraguay,PRY,2010,5.4597416
Paraguay,PRY,2011,5.048014
Paraguay,PRY,2012,3.33131
Paraguay,PRY,2013,1.7875661
Paraguay,PRY,2014,2.413888
Paraguay,PRY,2015,1.8913445
Paraguay,PRY,2016,1.6942916
Paraguay,PRY,2017,0.98143935
Paraguay,PRY,2018,1.4066867
Paraguay,PRY,2019,1.0115106
Paraguay,PRY,2020,0.81328356
Paraguay,PRY,2021,0.6891791
Paraguay,PRY,2022,1.3295585
Peru,PER,1997,19.838614
Peru,PER,1998,19.447102
Peru,PER,1999,19.33591
Peru,PER,2000,19.268625
Peru,PER,2001,20.254484
Peru,PER,2002,17.54501
Peru,PER,2003,14.664634
Peru,PER,2004,16.311806
Peru,PER,2005,17.811798
Peru,PER,2006,15.597147
Peru,PER,2007,13.215263
Peru,PER,2008,10.917175
Peru,PER,2009,8.811538
Peru,PER,2010,6.8237686
Peru,PER,2011,6.5040245
Peru,PER,2012,6.078547
Peru,PER,2013,5.3963337
Peru,PER,2014,4.824813
Peru,PER,2015,4.7185483
Peru,PER,2016,4.596183
Peru,PER,2017,4.4970593
Peru,PER,2018,3.5669863
Peru,PER,2019,2.9770849
Peru,PER,2020,5.8217554
Peru,PER,2021,2.773094
Peru,PER,2022,2.656552
Philippines,PHL,1985,28.730371
Philippines,PHL,1988,25.760872
Philippines,PHL,1991,27.195015
Philippines,PHL,1994,25.580334
Philippines,PHL,1997,18.161642
Philippines,PHL,2000,15.031992
Philippines,PHL,2003,13.634615
Philippines,PHL,2006,15.298533
Philippines,PHL,2009,11.126217
Philippines,PHL,2012,12.485543
Philippines,PHL,2015,8.290904
Philippines,PHL,2018,5.057057
Philippines,PHL,2021,6.754131
Poland,POL,1985,0.19917113
Poland,POL,1986,0.24560685
Poland,POL,1987,0.15035279
Poland,POL,1989,0.08932984
Poland,POL,1992,0.22361158
Poland,POL,1995,1.7447743
Poland,POL,1999,0.49605262
Poland,POL,2004,2.1715841
Poland,POL,2005,0.9209366
Poland,POL,2006,0.65885246
Poland,POL,2007,0.47138095
Poland,POL,2008,0.17534827
Poland,POL,2009,0.3663266
Poland,POL,2010,0.3492378
Poland,POL,2011,0.34194458
Poland,POL,2012,0.19502151
Poland,POL,2013,0.42161053
Poland,POL,2014,0.39982548
Poland,POL,2015,0.43371302
Poland,POL,2016,0.23679398
Poland,POL,2017,0.34852496
Poland,POL,2018,0.24757744
Poland,POL,2019,0.06276072
Poland,POL,2020,0.13734049
Poland,POL,2021,0.10752012
Portugal,PRT,2003,0.8958964
Portugal,PRT,2004,0.5366484
Portugal,PRT,2005,0.5435212
Portugal,PRT,2006,0.092665896
Portugal,PRT,2007,0.25771353
Portugal,PRT,2008,0.13725239
Portugal,PRT,2009,0.16589662
Portugal,PRT,2010,0.13645983
Portugal,PRT,2011,0.5080361
Portugal,PRT,2012,0.7032106
Portugal,PRT,2013,0.8551859
Portugal,PRT,2014,0.5456738
Portugal,PRT,2015,0.48239422
Portugal,PRT,2016,0.374637
Portugal,PRT,2017,0.41049597
Portugal,PRT,2018,0.2902539
Portugal,PRT,2019,0.14872062
Portugal,PRT,2020,0.47228974
Portugal,PRT,2021,0.22650385
Romania,ROU,1989,0.28460327
Romania,ROU,1992,0.5531042
Romania,ROU,1994,8.907146
Romania,ROU,1995,1.7485844
Romania,ROU,1997,2.2489161
Romania,ROU,2006,7.355783
Romania,ROU,2007,5.310613
Romania,ROU,2008,4.086822
Romania,ROU,2009,3.1286948
Romania,ROU,2010,4.1745195
Romania,ROU,2011,5.37642
Romania,ROU,2012,6.208166
Romania,ROU,2013,6.6171227
Romania,ROU,2014,7.0226746
Romania,ROU,2015,5.266119
Romania,ROU,2016,3.2403133
Romania,ROU,2017,3.2661333
Romania,ROU,2018,2.666744
Romania,ROU,2019,2.1640766
Romania,ROU,2020,1.4093623
Romania,ROU,2021,1.7570449
Russia,RUS,1993,3.528897
Russia,RUS,1996,4.656504
Russia,RUS,1997,1.5220835
Russia,RUS,1998,2.2844472
Russia,RUS,1999,4.385637
Russia,RUS,2000,2.9754066
Russia,RUS,2001,1.7576264
Russia,RUS,2002,1.0113968
Russia,RUS,2003,1.0929874
Russia,RUS,2004,1.0032749
Russia,RUS,2005,0.7747562
Russia,RUS,2006,0.44096822
Russia,RUS,2007,0.20139945
Russia,RUS,2008,0.09212515
Russia,RUS,2009,0.066181496
Russia,RUS,2010,0.08332945
Russia,RUS,2011,0.038264908
Russia,RUS,2012,0.0322114
Russia,RUS,2013,0.008163993
Russia,RUS,2014,0.021315757
Russia,RUS,2015,0.03634019
Russia,RUS,2016,0.027193299
Russia,RUS,2017,0.033431694
Russia,RUS,2018,0.029192207
Russia,RUS,2019,0.030001637
Russia,RUS,2020,0.010164272
Rwanda,RWA,2000,75.21361
Rwanda,RWA,2005,66.05174
Rwanda,RWA,2010,59.20516
Rwanda,RWA,2013,53.74719
Rwanda,RWA,2016,52.005394
Rwanda (rural),,1984,58.591145
Saint Lucia,LCA,1995,38.12492
Saint Lucia,LCA,2015,5.222044
Samoa,WSM,2002,2.1781778
Samoa,WSM,2008,1.052526
Samoa,WSM,2013,1.1502274
Sao Tome and Principe,STP,2000,20.446453
Sao Tome and Principe,STP,2010,22.615791
Sao Tome and Principe,STP,2017,15.723551
Senegal,SEN,1991,70.09887
Senegal,SEN,1994,60.251854
Senegal,SEN,2001,52.44071
Senegal,SEN,2005,41.061752
Senegal,SEN,2011,40.984364
Senegal,SEN,2018,9.222566
Senegal,SEN,2021,9.926822
Serbia,SRB,2012,5.340191
Serbia,SRB,2013,5.8431945
Serbia,SRB,2014,6.92315
Serbia,SRB,2015,6.6467104
Serbia,SRB,2016,6.3563867
Serbia,SRB,2017,5.394842
Serbia,SRB,2018,2.9232728
Serbia,SRB,2019,2.3344426
Serbia,SRB,2020,1.557031
Serbia,SRB,2021,1.2428293
Seychelles,SYC,1999,0.7582651
Seychelles,SYC,2006,0.37248194
Seychelles,SYC,2013,1.2360592
Seychelles,SYC,2018,0.51100403
Sierra Leone,SLE,1989,67.11084
Sierra Leone,SLE,2003,61.33198
Sierra Leone,SLE,2011,38.698128
Sierra Leone,SLE,2018,26.062035
Slovakia,SVK,1992,0
Slovakia,SVK,1996,1.4934819
Slovakia,SVK,2004,0.06723545
Slovakia,SVK,2005,0.23737435
Slovakia,SVK,2006,0.22897787
Slovakia,SVK,2007,0.36757442
Slovakia,SVK,2008,0.4077014
Slovakia,SVK,2009,0.44677904
Slovakia,SVK,2010,0.4951079
Slovakia,SVK,2011,0.4238608
Slovakia,SVK,2012,0.40092897
Slovakia,SVK,2013,0.28149927
Slovakia,SVK,2014,0.6754492
Slovakia,SVK,2015,0.66175985
Slovakia,SVK,2016,1.3807007
Slovakia,SVK,2017,0.22536847
Slovakia,SVK,2018,0.16945708
Slovakia,SVK,2019,0.11811627
Slovakia,SVK,2020,0.21230671
Slovakia,SVK,2021,0.10148099
Slovenia,SVN,1987,0.016102295
Slovenia,SVN,1993,0.040511474
Slovenia,SVN,1997,0
Slovenia,SVN,1999,0
Slovenia,SVN,2004,0.025957223
Slovenia,SVN,2005,0.101450935
Slovenia,SVN,2006,0.05046054
Slovenia,SVN,2007,0.03234887
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0.009157744
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0.026254445
Slovenia,SVN,2013,0.021756856
Slovenia,SVN,2014,0
Slovenia,SVN,2015,0.004852958
Slovenia,SVN,2016,0
Slovenia,SVN,2017,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Solomon Islands,SLB,2005,50.6165
Solomon Islands,SLB,2012,26.564884
South Africa,ZAF,1993,33.540047
South Africa,ZAF,2000,36.825283
South Africa,ZAF,2005,28.331333
South Africa,ZAF,2008,18.662973
South Africa,ZAF,2010,18.035963
South Africa,ZAF,2014,20.492558
South Asia (PIP),,1990,49.99015
South Asia (PIP),,1991,48.510094
South Asia (PIP),,1992,46.783237
South Asia (PIP),,1993,46.19489
South Asia (PIP),,1994,44.582584
South Asia (PIP),,1995,43.757954
South Asia (PIP),,1996,42.236565
South Asia (PIP),,2002,40.37355
South Asia (PIP),,2003,38.934383
South Asia (PIP),,2004,37.170647
South Asia (PIP),,2005,35.515728
South Asia (PIP),,2006,33.808083
South Asia (PIP),,2007,32.09656
South Asia (PIP),,2008,30.94404
South Asia (PIP),,2009,29.53194
South Asia (PIP),,2010,25.400671
South Asia (PIP),,2011,21.568077
South Asia (PIP),,2012,19.864418
South Asia (PIP),,2013,18.945276
South Asia (PIP),,2014,17.85225
South Asia (PIP),,2015,16.593199
South Asia (PIP),,2016,15.777758
South Asia (PIP),,2017,12.60136
South Asia (PIP),,2018,10.106245
South Asia (PIP),,2019,10.625864
South Asia (PIP),,2020,13.019447
South Asia (PIP),,2021,11.476871
South Asia (PIP),,2022,9.739691
South Korea,KOR,2006,0.24944234
South Korea,KOR,2008,0.24275911
South Korea,KOR,2010,0.4958997
South Korea,KOR,2012,0.24928062
South Korea,KOR,2014,0.23564287
South Korea,KOR,2016,0.22666515
South Sudan,SSD,2009,34.54165
South Sudan,SSD,2016,67.32727
Spain,ESP,1980,0.4969268
Spain,ESP,1985,0.23731555
Spain,ESP,1990,0.4944265
Spain,ESP,1993,1.2375659
Spain,ESP,1994,0.9975268
Spain,ESP,1995,1.4823424
Spain,ESP,1996,1.4911164
Spain,ESP,1997,0.9859978
Spain,ESP,1998,0.95270455
Spain,ESP,1999,0.720118
Spain,ESP,2000,0.67538816
Spain,ESP,2003,0.8087511
Spain,ESP,2004,0.81765175
Spain,ESP,2005,0.7379749
Spain,ESP,2006,0.76963174
Spain,ESP,2007,0.36304086
Spain,ESP,2008,0.4889186
Spain,ESP,2009,0.80560046
Spain,ESP,2010,0.67572516
Spain,ESP,2011,1.1273297
Spain,ESP,2012,0.93659365
Spain,ESP,2013,1.136304
Spain,ESP,2014,0.7871572
Spain,ESP,2015,0.90352696
Spain,ESP,2016,1.1252797
Spain,ESP,2017,0.67809105
Spain,ESP,2018,0.8386145
Spain,ESP,2019,0.79381347
Spain,ESP,2020,0.8863663
Spain,ESP,2021,0.5642503
Sri Lanka,LKA,1985,16.94997
Sri Lanka,LKA,1990,11.616388
Sri Lanka,LKA,1995,11.775274
Sri Lanka,LKA,2002,11.017083
Sri Lanka,LKA,2006,5.6293645
Sri Lanka,LKA,2009,3.4954607
Sri Lanka,LKA,2012,2.5871487
Sri Lanka,LKA,2016,1.2953176
Sri Lanka,LKA,2019,0.95861256
Sub-Saharan Africa (PIP),,1990,54.740406
Sub-Saharan Africa (PIP),,1991,56.16085
Sub-Saharan Africa (PIP),,1992,57.145016
Sub-Saharan Africa (PIP),,1993,58.2323
Sub-Saharan Africa (PIP),,1994,58.538963
Sub-Saharan Africa (PIP),,1995,58.08488
Sub-Saharan Africa (PIP),,1996,57.43651
Sub-Saharan Africa (PIP),,1997,56.976093
Sub-Saharan Africa (PIP),,1998,56.756454
Sub-Saharan Africa (PIP),,1999,56.39627
Sub-Saharan Africa (PIP),,2000,55.997883
Sub-Saharan Africa (PIP),,2001,55.02488
Sub-Saharan Africa (PIP),,2002,54.375793
Sub-Saharan Africa (PIP),,2003,53.211594
Sub-Saharan Africa (PIP),,2004,50.416653
Sub-Saharan Africa (PIP),,2005,48.702396
Sub-Saharan Africa (PIP),,2006,47.159145
Sub-Saharan Africa (PIP),,2007,46.023014
Sub-Saharan Africa (PIP),,2008,44.47227
Sub-Saharan Africa (PIP),,2009,43.907417
Sub-Saharan Africa (PIP),,2010,42.120502
Sub-Saharan Africa (PIP),,2011,40.977238
Sub-Saharan Africa (PIP),,2012,39.76712
Sub-Saharan Africa (PIP),,2013,38.86849
Sub-Saharan Africa (PIP),,2014,38.101425
Sub-Saharan Africa (PIP),,2015,38.19985
Sub-Saharan Africa (PIP),,2016,37.98245
Sub-Saharan Africa (PIP),,2017,37.453777
Sub-Saharan Africa (PIP),,2018,36.87466
Sub-Saharan Africa (PIP),,2019,36.659363
Sudan,SDN,2009,18.576168
Sudan,SDN,2014,15.26306
Suriname,SUR,2022,1.1043117
Suriname (urban),,1999,18.417946
Sweden,SWE,1975,0.49898672
Sweden,SWE,1981,0.24968058
Sweden,SWE,1987,0.24625531
Sweden,SWE,1992,0.2435132
Sweden,SWE,1995,0.24724913
Sweden,SWE,2000,0
Sweden,SWE,2001,0.24867782
Sweden,SWE,2002,0
Sweden,SWE,2003,0.32370964
Sweden,SWE,2004,0.397172
Sweden,SWE,2005,1.0845832
Sweden,SWE,2006,0.36438262
Sweden,SWE,2007,0.41083917
Sweden,SWE,2008,0.5764025
Sweden,SWE,2009,0.45801592
Sweden,SWE,2010,0.5474092
Sweden,SWE,2011,0.6156513
Sweden,SWE,2012,0.45700213
Sweden,SWE,2013,0.65087146
Sweden,SWE,2014,0.47433352
Sweden,SWE,2015,0.5691551
Sweden,SWE,2016,0.26145265
Sweden,SWE,2017,0.24834995
Sweden,SWE,2018,0.72550684
Sweden,SWE,2019,0.3165186
Sweden,SWE,2020,0.38908952
Sweden,SWE,2021,0.6292847
Switzerland,CHE,1982,0.69740707
Switzerland,CHE,1992,0.49456292
Switzerland,CHE,2000,0
Switzerland,CHE,2002,0
Switzerland,CHE,2006,0.046570357
Switzerland,CHE,2007,0.0208164
Switzerland,CHE,2008,0.068479605
Switzerland,CHE,2009,0.038057733
Switzerland,CHE,2010,0.048670206
Switzerland,CHE,2011,0.003111316
Switzerland,CHE,2012,0.008965495
Switzerland,CHE,2013,0.042183742
Switzerland,CHE,2014,0.032768063
Switzerland,CHE,2015,0.030542554
Switzerland,CHE,2016,0.03427533
Switzerland,CHE,2017,0
Switzerland,CHE,2018,0.03050398
Switzerland,CHE,2019,0.017386846
Switzerland,CHE,2020,0.037200913
Syria,SYR,1996,2.3783545
Syria,SYR,2003,1.0559967
Syria,SYR,2006,2.8414648
Syria,SYR,2009,2.4387133
Syria,SYR,2022,24.835932
Taiwan,TWN,1981,0
Taiwan,TWN,1986,0
Taiwan,TWN,1991,0
Taiwan,TWN,1995,0.49881068
Taiwan,TWN,1997,0
Taiwan,TWN,2000,0
Taiwan,TWN,2005,0
Taiwan,TWN,2007,0
Taiwan,TWN,2010,0.24100542
Taiwan,TWN,2013,0
Taiwan,TWN,2016,0
Taiwan,TWN,2017,0
Taiwan,TWN,2018,0
Taiwan,TWN,2019,0
Taiwan,TWN,2020,0
Taiwan,TWN,2021,0
Tajikistan,TJK,1999,61.962402
Tajikistan,TJK,2003,36.74976
Tajikistan,TJK,2004,21.35816
Tajikistan,TJK,2007,12.797472
Tajikistan,TJK,2009,6.792115
Tajikistan,TJK,2015,6.114529
Tanzania,TZA,1991,69.288864
Tanzania,TZA,2000,84.03533
Tanzania,TZA,2007,56.240715
Tanzania,TZA,2011,44.655464
Tanzania,TZA,2018,44.94932
Thailand,THA,1981,22.72825
Thailand,THA,1988,18.048384
Thailand,THA,1990,12.345011
Thailand,THA,1992,8.9950075
Thailand,THA,1994,4.503987
Thailand,THA,1996,3.0861952
Thailand,THA,1998,2.175271
Thailand,THA,1999,3.950531
Thailand,THA,2000,3.9674916
Thailand,THA,2002,1.7592947
Thailand,THA,2004,1.1857115
Thailand,THA,2006,0.92987514
Thailand,THA,2007,0.54169595
Thailand,THA,2008,0.30446866
Thailand,THA,2009,0.24722661
Thailand,THA,2010,0.26523823
Thailand,THA,2011,0.07156153
Thailand,THA,2012,0.11532052
Thailand,THA,2013,0.060821895
Thailand,THA,2014,0.090258256
Thailand,THA,2015,0.04653752
Thailand,THA,2016,0.0361475
Thailand,THA,2017,0.03712679
Thailand,THA,2018,0.032133956
Thailand,THA,2019,0.0950376
Thailand,THA,2020,0.046665337
Thailand,THA,2021,0.013972186
Togo,TGO,2006,60.969154
Togo,TGO,2011,58.887207
Togo,TGO,2015,54.69216
Togo,TGO,2018,28.434795
Togo,TGO,2021,26.59183
Tonga,TON,2000,3.0948093
Tonga,TON,2009,1.2616102
Tonga,TON,2015,1.7910179
Tonga,TON,2021,0.01921559
Trinidad and Tobago,TTO,1988,0
Trinidad and Tobago,TTO,1992,2.0847802
Tunisia,TUN,1985,12.287817
Tunisia,TUN,1990,8.553213
